Cluster_Representative,Protein,Cluster_Annotation,Information_Level
biochar_1090_40,biochar_1090_40,Adenine methyltransferase,High
biochar_1090_40,biochar_1299_45,Adenine methyltransferase,High
biochar_1090_40,biochar_4385_4,Adenine methyltransferase,High
biochar_1098_40,biochar_1098_40,NodB homology domain-containing protein,Quasi
biochar_1098_40,biochar_4873_9,NodB homology domain-containing protein,Quasi
biochar_1098_40,biochar_3180_11,NodB homology domain-containing protein,Quasi
biochar_3630_11,biochar_3630_11,C-methyltransferase,High
biochar_3630_11,biochar_1714_12,C-methyltransferase,High
biochar_3630_11,biochar_1714_13,C-methyltransferase,High
biochar_3966_1,biochar_3966_1,Terminase large subunit gp17-like C-terminal domain-containing protein,Quasi
biochar_3966_1,biochar_3180_1,Terminase large subunit gp17-like C-terminal domain-containing protein,Quasi
biochar_3966_1,biochar_3508_1,Terminase large subunit gp17-like C-terminal domain-containing protein,Quasi
biochar_3966_1,biochar_1098_30,Terminase large subunit gp17-like C-terminal domain-containing protein,Quasi
TemPhD_cluster_11622_30,TemPhD_cluster_11622_30,DNA methyltransferase,High
TemPhD_cluster_11622_30,TemPhD_cluster_13851_31,DNA methyltransferase,High
TemPhD_cluster_11622_30,1585558117,DNA methyltransferase,High
TemPhD_cluster_11622_30,TemPhD_cluster_12950_50,DNA methyltransferase,High
TemPhD_cluster_11622_30,IMGVR_UViG_2571042676_000002|2571042676|2571136776_22,DNA methyltransferase,High
biochar_3527_16,biochar_3527_16,Baseplate protein J-like domain-containing protein,Quasi
biochar_3527_16,biochar_1481_45,Baseplate protein J-like domain-containing protein,Quasi
biochar_3527_16,biochar_5868_13,Baseplate protein J-like domain-containing protein,Quasi
biochar_293_64,biochar_293_64,Transcriptional regulator,High
biochar_293_64,biochar_5749_6,Transcriptional regulator,High
biochar_293_64,biochar_5749_7,Transcriptional regulator,High
biochar_3408_22,biochar_3408_22,DUF4157 domain-containing protein,Quasi
biochar_3408_22,biochar_4553_15,DUF4157 domain-containing protein,Quasi
biochar_3408_22,biochar_1701_22,DUF4157 domain-containing protein,Quasi
biochar_563_10,biochar_563_10,collagen like minor tail,High
biochar_563_10,biochar_587_9,collagen like minor tail,High
biochar_563_10,biochar_5060_9,collagen like minor tail,High
biochar_1787_18,biochar_1787_18,Class I SAM-dependent methyltransferase,High
biochar_1787_18,biochar_600_15,Class I SAM-dependent methyltransferase,High
biochar_1787_18,biochar_1971_20,Class I SAM-dependent methyltransferase,High
TemPhD_cluster_10902_40,TemPhD_cluster_10902_40,Transmembrane protein,High
TemPhD_cluster_10902_40,YP_009187492.1,Transmembrane protein,High
TemPhD_cluster_10902_40,YP_009275496.1,Transmembrane protein,High
biochar_626_35,biochar_626_35,tail length tape measure protein,High
biochar_626_35,biochar_632_20,tail length tape measure protein,High
biochar_626_35,biochar_625_1,tail length tape measure protein,High
biochar_626_35,biochar_639_73,tail length tape measure protein,High
biochar_626_35,biochar_625_77,tail length tape measure protein,High
biochar_238_67,biochar_238_67,tail fiber protein,High
biochar_238_67,biochar_239_1,tail fiber protein,High
biochar_238_67,biochar_239_89,tail fiber protein,High
biochar_251_59,biochar_251_59,Cytosolic carboxypeptidase-like protein 5,High
biochar_251_59,biochar_250_53,Cytosolic carboxypeptidase-like protein 5,High
biochar_251_59,biochar_249_73,Cytosolic carboxypeptidase-like protein 5,High
biochar_251_59,biochar_249_1,Cytosolic carboxypeptidase-like protein 5,High
biochar_1364_31,biochar_1364_31,PLAT domain-containing protein,Quasi
biochar_1364_31,biochar_3811_7,PLAT domain-containing protein,Quasi
biochar_1364_31,biochar_3120_9,PLAT domain-containing protein,Quasi
biochar_2022_15,biochar_2022_15,tail fiber protein,High
biochar_2022_15,biochar_2494_21,tail fiber protein,High
biochar_2022_15,biochar_890_59,tail fiber protein,High
biochar_398_14,biochar_398_14,head maturation protease,High
biochar_398_14,biochar_1715_19,head maturation protease,High
biochar_398_14,biochar_661_59,head maturation protease,High
biochar_3001_7,biochar_3001_7,DUF5666 domain-containing protein,Quasi
biochar_3001_7,biochar_4512_3,DUF5666 domain-containing protein,Quasi
biochar_3001_7,biochar_367_20,DUF5666 domain-containing protein,Quasi
TemPhD_cluster_13835_2,TemPhD_cluster_13835_2,Lipoprotein,High
TemPhD_cluster_13835_2,IMGVR_UViG_2507262021_000002|2507262021|2507273743_101,Lipoprotein,High
TemPhD_cluster_13835_2,AAF80793.1,Lipoprotein,High
TemPhD_cluster_13835_2,AEX55904.1,Lipoprotein,High
TemPhD_cluster_13835_2,BAG75013.1,Lipoprotein,High
TemPhD_cluster_13835_2,AEX55868.1,Lipoprotein,High
TemPhD_cluster_13835_2,IMGVR_UViG_2579778822_000001|2579778822|2579820949_73,Lipoprotein,High
TemPhD_cluster_13835_2,IMGVR_UViG_2579778972_000003|2579778972|2579836614_65,Lipoprotein,High
TemPhD_cluster_13835_2,YP_009275531.1,Lipoprotein,High
TemPhD_cluster_13835_2,AFQ22093.1,Lipoprotein,High
TemPhD_cluster_13835_2,ivig_2819_62,Lipoprotein,High
TemPhD_cluster_13835_2,1585561524,Lipoprotein,High
TemPhD_cluster_13835_2,1585561586,Lipoprotein,High
TemPhD_cluster_13835_2,YP_009187434.1,Lipoprotein,High
biochar_2768_11,biochar_2768_11,anti-repressor Ant,High
biochar_2768_11,biochar_2514_11,anti-repressor Ant,High
biochar_2768_11,biochar_3044_8,anti-repressor Ant,High
TemPhD_cluster_11622_42,TemPhD_cluster_11622_42,Head-tail adaptor protein,High
TemPhD_cluster_11622_42,IMGVR_UViG_2579778953_000002|2579778953|2579834327_21,Head-tail adaptor protein,High
TemPhD_cluster_11622_42,1332540430,Head-tail adaptor protein,High
TemPhD_cluster_11622_42,TemPhD_cluster_13851_44,Head-tail adaptor protein,High
TemPhD_cluster_11622_42,IMGVR_UViG_2675903584_000002|2675903584|2675992007_20,Head-tail adaptor protein,High
TemPhD_cluster_11622_42,TemPhD_cluster_14034_22,Head-tail adaptor protein,High
biochar_1951_24,biochar_1951_24,tail fiber protein,High
biochar_1951_24,biochar_1881_53,tail fiber protein,High
biochar_1951_24,biochar_3122_11,tail fiber protein,High
biochar_353_38,biochar_353_38,DNA polymerase,High
biochar_353_38,biochar_338_1,DNA polymerase,High
biochar_353_38,biochar_338_74,DNA polymerase,High
biochar_690_22,biochar_690_22,DNA-directed DNA polymerase (EC 2.7.7.7),High
biochar_690_22,biochar_923_57,DNA-directed DNA polymerase (EC 2.7.7.7),High
biochar_690_22,biochar_676_14,DNA-directed DNA polymerase (EC 2.7.7.7),High
biochar_1227_6,biochar_1227_6,Phage capsid-like C-terminal domain-containing protein,Quasi
biochar_1227_6,biochar_4333_6,Phage capsid-like C-terminal domain-containing protein,Quasi
biochar_1227_6,biochar_1909_5,Phage capsid-like C-terminal domain-containing protein,Quasi
biochar_1227_6,biochar_1631_33,Phage capsid-like C-terminal domain-containing protein,Quasi
biochar_1227_6,biochar_2201_4,Phage capsid-like C-terminal domain-containing protein,Quasi
biochar_1227_6,biochar_1885_44,Phage capsid-like C-terminal domain-containing protein,Quasi
biochar_1227_6,biochar_4882_23,Phage capsid-like C-terminal domain-containing protein,Quasi
biochar_1227_6,biochar_586_1,Phage capsid-like C-terminal domain-containing protein,Quasi
biochar_4882_10,biochar_4882_10,FtsK domain-containing protein,Quasi
biochar_4882_10,biochar_4333_18,FtsK domain-containing protein,Quasi
biochar_4882_10,biochar_1885_32,FtsK domain-containing protein,Quasi
biochar_1157_25,biochar_1157_25,Phage terminase large subunit N-terminal domain-containing protein,Quasi
biochar_1157_25,biochar_1156_58,Phage terminase large subunit N-terminal domain-containing protein,Quasi
biochar_1157_25,biochar_1156_1,Phage terminase large subunit N-terminal domain-containing protein,Quasi
biochar_4453_22,biochar_4453_22,DUF5753 domain-containing protein,Quasi
biochar_4453_22,biochar_315_50,DUF5753 domain-containing protein,Quasi
biochar_4453_22,biochar_293_73,DUF5753 domain-containing protein,Quasi
biochar_4453_22,biochar_5749_15,DUF5753 domain-containing protein,Quasi
biochar_1094_16,biochar_1094_16,Tail protein,High
biochar_1094_16,biochar_3010_4,Tail protein,High
biochar_1094_16,biochar_2049_16,Tail protein,High
biochar_4626_9,biochar_4626_9,Glycosyltransferase,High
biochar_4626_9,biochar_3455_4,Glycosyltransferase,High
biochar_4626_9,biochar_4346_12,Glycosyltransferase,High
biochar_1795_16,biochar_1795_16,Phage tail protein,High
biochar_1795_16,biochar_1801_17,Phage tail protein,High
biochar_1795_16,biochar_1818_1,Phage tail protein,High
biochar_1795_16,biochar_1818_36,Phage tail protein,High
biochar_1821_21,biochar_1821_21,Coat protein,High
biochar_1821_21,biochar_360_15,Coat protein,High
biochar_1821_21,biochar_3264_17,Coat protein,High
biochar_1821_21,biochar_2656_9,Coat protein,High
biochar_121_43,biochar_121_43,central tail fiber J,High
biochar_121_43,biochar_108_94,central tail fiber J,High
biochar_121_43,biochar_108_1,central tail fiber J,High
biochar_282_40,biochar_282_40,major head and protease protein,High
biochar_282_40,biochar_1652_17,major head and protease protein,High
biochar_282_40,biochar_419_52,major head and protease protein,High
biochar_1433_1,biochar_1433_1,PD-(D/E)XK endonuclease-like domain-containing protein,Quasi
biochar_1433_1,biochar_5403_15,PD-(D/E)XK endonuclease-like domain-containing protein,Quasi
biochar_1433_1,biochar_1667_35,PD-(D/E)XK endonuclease-like domain-containing protein,Quasi
biochar_652_42,biochar_652_42,peptidase,High
biochar_652_42,biochar_661_37,peptidase,High
biochar_652_42,biochar_761_28,peptidase,High
biochar_120_11,biochar_120_11,CRISPR/Cas system associated,High
biochar_120_11,biochar_119_98,CRISPR/Cas system associated,High
biochar_120_11,biochar_119_1,CRISPR/Cas system associated,High
biochar_3577_7,biochar_3577_7,Tail protein,High
biochar_3577_7,biochar_5158_1,Tail protein,High
biochar_3577_7,biochar_6105_12,Tail protein,High
biochar_1364_30,biochar_1364_30,Phage tail protein,High
biochar_1364_30,biochar_3811_6,Phage tail protein,High
biochar_1364_30,biochar_3120_10,Phage tail protein,High
biochar_4189_16,biochar_4189_16,SAM-dependent methyltransferase,High
biochar_4189_16,biochar_67_104,SAM-dependent methyltransferase,High
biochar_4189_16,biochar_4969_2,SAM-dependent methyltransferase,High
biochar_4189_16,biochar_5172_11,SAM-dependent methyltransferase,High
biochar_4222_27,biochar_4222_27,NrS-1 polymerase-like helicase domain-containing protein,Quasi
biochar_4222_27,biochar_3481_1,NrS-1 polymerase-like helicase domain-containing protein,Quasi
biochar_4222_27,biochar_3206_6,NrS-1 polymerase-like helicase domain-containing protein,Quasi
biochar_4222_27,biochar_1516_11,NrS-1 polymerase-like helicase domain-containing protein,Quasi
biochar_5287_8,biochar_5287_8,Terminase large subunit ribonuclease H-like domain-containing protein,Quasi
biochar_5287_8,biochar_1261_35,Terminase large subunit ribonuclease H-like domain-containing protein,Quasi
biochar_5287_8,biochar_3348_16,Terminase large subunit ribonuclease H-like domain-containing protein,Quasi
biochar_2923_1,biochar_2923_1,Capsid protein,High
biochar_2923_1,biochar_2601_8,Capsid protein,High
biochar_2923_1,biochar_5395_2,Capsid protein,High
biochar_6093_6,biochar_6093_6,N-acetylmuramoyl-L-alanine amidase domain-containing protein,Quasi
biochar_6093_6,biochar_5380_9,N-acetylmuramoyl-L-alanine amidase domain-containing protein,Quasi
biochar_6093_6,biochar_5492_11,N-acetylmuramoyl-L-alanine amidase domain-containing protein,Quasi
biochar_280_55,biochar_280_55,DNA primase,High
biochar_280_55,biochar_278_1,DNA primase,High
biochar_280_55,biochar_278_89,DNA primase,High
biochar_698_22,biochar_698_22,Terminase,High
biochar_698_22,biochar_687_1,Terminase,High
biochar_698_22,biochar_687_57,Terminase,High
biochar_664_18,biochar_664_18,hydrolase,High
biochar_664_18,biochar_667_1,hydrolase,High
biochar_664_18,biochar_667_82,hydrolase,High
biochar_2650_14,biochar_2650_14,DNA polymerase/primase,High
biochar_2650_14,biochar_2856_17,DNA polymerase/primase,High
biochar_2650_14,biochar_2204_10,DNA polymerase/primase,High
biochar_2650_14,biochar_2419_9,DNA polymerase/primase,High
biochar_1019_31,biochar_1019_31,Retrotransposon gag domain-containing protein,Quasi
biochar_1019_31,biochar_3567_8,Retrotransposon gag domain-containing protein,Quasi
biochar_1019_31,biochar_2512_15,Retrotransposon gag domain-containing protein,Quasi
biochar_1387_40,biochar_1387_40,HK97 family phage major capsid protein,High
biochar_1387_40,biochar_967_30,HK97 family phage major capsid protein,High
biochar_1387_40,biochar_5025_9,HK97 family phage major capsid protein,High
biochar_1568_3,biochar_1568_3,Uncharacterized protein,Low
biochar_1568_3,biochar_2667_11,Uncharacterized protein,Low
biochar_1568_3,biochar_471_45,Uncharacterized protein,Low
biochar_851_26,biochar_851_26,C1q domain-containing protein,Quasi
biochar_851_26,biochar_850_1,C1q domain-containing protein,Quasi
biochar_851_26,biochar_850_67,C1q domain-containing protein,Quasi
biochar_878_57,biochar_878_57,Pentapeptide repeat-containing protein,High
biochar_878_57,biochar_1524_5,Pentapeptide repeat-containing protein,High
biochar_878_57,biochar_939_7,Pentapeptide repeat-containing protein,High
biochar_878_57,biochar_878_3,Pentapeptide repeat-containing protein,High
biochar_1387_31,biochar_1387_31,Phage tail protein,High
biochar_1387_31,biochar_967_21,Phage tail protein,High
biochar_1387_31,biochar_5034_12,Phage tail protein,High
biochar_5649_15,biochar_5649_15,DNA-packaging protein,High
biochar_5649_15,biochar_2273_22,DNA-packaging protein,High
biochar_5649_15,biochar_964_66,DNA-packaging protein,High
biochar_5649_15,biochar_994_19,DNA-packaging protein,High
biochar_4413_8,biochar_4413_8,Ubiquitin-activating enzyme E1 FCCH domain-containing protein,Quasi
biochar_4413_8,biochar_2760_8,Ubiquitin-activating enzyme E1 FCCH domain-containing protein,Quasi
biochar_4413_8,biochar_646_1,Ubiquitin-activating enzyme E1 FCCH domain-containing protein,Quasi
biochar_4413_8,biochar_646_65,Ubiquitin-activating enzyme E1 FCCH domain-containing protein,Quasi
biochar_1626_1,biochar_1626_1,Prepilin-type N-terminal cleavage/methylation domain-containing protein,Quasi
biochar_1626_1,biochar_277_64,Prepilin-type N-terminal cleavage/methylation domain-containing protein,Quasi
biochar_1626_1,biochar_565_84,Prepilin-type N-terminal cleavage/methylation domain-containing protein,Quasi
biochar_1660_21,biochar_1660_21,Internal virion protein B,High
biochar_1660_21,biochar_3596_14,Internal virion protein B,High
biochar_1660_21,biochar_3858_17,Internal virion protein B,High
TemPhD_cluster_12581_3,TemPhD_cluster_12581_3,terminase small subunit,High
TemPhD_cluster_12581_3,IMGVR_UViG_2734482398_000001|2734482398|2734634484|131174-147244_5,terminase small subunit,High
TemPhD_cluster_12581_3,TemPhD_cluster_10609_47,terminase small subunit,High
TemPhD_cluster_12581_3,IMGVR_UViG_2579778897_000002|2579778897|2579829643|27939-39430_16,terminase small subunit,High
biochar_1626_9,biochar_1626_9,Tail assembly chaperone,High
biochar_1626_9,biochar_277_55,Tail assembly chaperone,High
biochar_1626_9,biochar_277_56,Tail assembly chaperone,High
biochar_4514_3,biochar_4514_3,Phage gp6-like head-tail connector protein,High
biochar_4514_3,biochar_1855_14,Phage gp6-like head-tail connector protein,High
biochar_4514_3,biochar_3490_9,Phage gp6-like head-tail connector protein,High
biochar_4640_19,biochar_4640_19,ATPase,High
biochar_4640_19,biochar_427_72,ATPase,High
biochar_4640_19,biochar_392_6,ATPase,High
biochar_798_35,biochar_798_35,terminase large subunit,High
biochar_798_35,biochar_821_30,terminase large subunit,High
biochar_798_35,biochar_816_47,terminase large subunit,High
biochar_1439_1,biochar_1439_1,IPT/TIG domain-containing protein,Quasi
biochar_1439_1,biochar_1804_15,IPT/TIG domain-containing protein,Quasi
biochar_1439_1,biochar_29_19,IPT/TIG domain-containing protein,Quasi
biochar_4449_10,biochar_4449_10,Uncharacterized protein,Low
biochar_4449_10,biochar_3190_7,Uncharacterized protein,Low
biochar_4449_10,biochar_1725_16,Uncharacterized protein,Low
biochar_4449_10,biochar_2632_16,Uncharacterized protein,Low
biochar_1966_39,biochar_1966_39,internal virion protein with endolysin domain,High
biochar_1966_39,biochar_1011_2,internal virion protein with endolysin domain,High
biochar_1966_39,biochar_3823_2,internal virion protein with endolysin domain,High
biochar_609_27,biochar_609_27,Phage portal protein,High
biochar_609_27,biochar_617_1,Phage portal protein,High
biochar_609_27,biochar_617_73,Phage portal protein,High
biochar_2564_10,biochar_2564_10,head scaffolding protein,High
biochar_2564_10,biochar_736_71,head scaffolding protein,High
biochar_2564_10,biochar_736_1,head scaffolding protein,High
biochar_5697_5,biochar_5697_5,Zeta toxin domain-containing protein,Quasi
biochar_5697_5,biochar_3930_5,Zeta toxin domain-containing protein,Quasi
biochar_5697_5,biochar_5024_2,Zeta toxin domain-containing protein,Quasi
biochar_1043_67,biochar_1043_67,Uncharacterized protein,Low
biochar_1043_67,biochar_3449_1,Uncharacterized protein,Low
biochar_1043_67,biochar_44_42,Uncharacterized protein,Low
biochar_3520_18,biochar_3520_18,Thymidylate kinase-like domain-containing protein,Quasi
biochar_3520_18,biochar_5003_5,Thymidylate kinase-like domain-containing protein,Quasi
biochar_3520_18,biochar_21_95,Thymidylate kinase-like domain-containing protein,Quasi
biochar_2430_1,biochar_2430_1,ADP ribosyltransferase domain-containing protein,Quasi
biochar_2430_1,biochar_1793_1,ADP ribosyltransferase domain-containing protein,Quasi
biochar_2430_1,biochar_5320_4,ADP ribosyltransferase domain-containing protein,Quasi
biochar_3427_13,biochar_3427_13,SF4 helicase domain-containing protein,Quasi
biochar_3427_13,biochar_5703_10,SF4 helicase domain-containing protein,Quasi
biochar_3427_13,biochar_785_23,SF4 helicase domain-containing protein,Quasi
biochar_1960_6,biochar_1960_6,portal protein,High
biochar_1960_6,biochar_1117_1,portal protein,High
biochar_1960_6,biochar_1117_54,portal protein,High
TemPhD_cluster_11622_44,TemPhD_cluster_11622_44,Phage tail protein,High
TemPhD_cluster_11622_44,1332540432,Phage tail protein,High
TemPhD_cluster_11622_44,YP_009275672.1,Phage tail protein,High
TemPhD_cluster_11622_44,TemPhD_cluster_13851_46,Phage tail protein,High
TemPhD_cluster_11622_44,IMGVR_UViG_2675903584_000002|2675903584|2675992007_18,Phage tail protein,High
TemPhD_cluster_11622_44,IMGVR_UViG_2579778953_000002|2579778953|2579834327_19,Phage tail protein,High
biochar_1580_39,biochar_1580_39,Helix-turn-helix transcriptional regulator,High
biochar_1580_39,biochar_2928_7,Helix-turn-helix transcriptional regulator,High
biochar_1580_39,biochar_571_71,Helix-turn-helix transcriptional regulator,High
biochar_1757_18,biochar_1757_18,Secreted protein,High
biochar_1757_18,biochar_4279_19,Secreted protein,High
biochar_1757_18,biochar_1567_1,Secreted protein,High
biochar_5270_9,biochar_5270_9,Low-complexity protein,High
biochar_5270_9,biochar_800_21,Low-complexity protein,High
biochar_5270_9,biochar_813_51,Low-complexity protein,High
biochar_5270_9,biochar_1025_1,Low-complexity protein,High
biochar_5270_9,biochar_813_1,Low-complexity protein,High
biochar_2813_20,biochar_2813_20,DUF930 domain-containing protein,Quasi
biochar_2813_20,biochar_2812_31,DUF930 domain-containing protein,Quasi
biochar_2813_20,biochar_2812_1,DUF930 domain-containing protein,Quasi
biochar_3101_25,biochar_3101_25,Uncharacterized protein,Low
biochar_3101_25,biochar_2438_6,Uncharacterized protein,Low
biochar_3101_25,biochar_2970_21,Uncharacterized protein,Low
biochar_755_7,biochar_755_7,NinB protein,High
biochar_755_7,biochar_734_75,NinB protein,High
biochar_755_7,biochar_734_1,NinB protein,High
biochar_967_32,biochar_967_32,HK97 family phage portal protein,High
biochar_967_32,biochar_1387_42,HK97 family phage portal protein,High
biochar_967_32,biochar_5025_7,HK97 family phage portal protein,High
biochar_5438_1,biochar_5438_1,DUF932 domain-containing protein,Quasi
biochar_5438_1,biochar_5_2,DUF932 domain-containing protein,Quasi
biochar_5438_1,biochar_1596_13,DUF932 domain-containing protein,Quasi
biochar_1704_1,biochar_1704_1,Phage portal protein,High
biochar_1704_1,biochar_2571_2,Phage portal protein,High
biochar_1704_1,biochar_2040_16,Phage portal protein,High
biochar_1704_1,biochar_2140_16,Phage portal protein,High
biochar_4084_1,biochar_4084_1,F5/8 type C domain-containing protein,Quasi
biochar_4084_1,biochar_2136_19,F5/8 type C domain-containing protein,Quasi
biochar_4084_1,biochar_5590_9,F5/8 type C domain-containing protein,Quasi
TemPhD_cluster_12950_4,TemPhD_cluster_12950_4,DNA polymerase exonuclease subunit,High
TemPhD_cluster_12950_4,TemPhD_cluster_11901_60,DNA polymerase exonuclease subunit,High
TemPhD_cluster_12950_4,IMGVR_UViG_2579778822_000002|2579778822|2579820951_51,DNA polymerase exonuclease subunit,High
TemPhD_cluster_12950_4,IMGVR_UViG_2551306212_000004|2551306212|2551364953_62,DNA polymerase exonuclease subunit,High
biochar_816_45,biochar_816_45,Phage portal protein,High
biochar_816_45,biochar_798_37,Phage portal protein,High
biochar_816_45,biochar_821_32,Phage portal protein,High
biochar_499_29,biochar_499_29,DNA methyltransferase,High
biochar_499_29,biochar_1393_40,DNA methyltransferase,High
biochar_499_29,biochar_618_62,DNA methyltransferase,High
biochar_463_37,biochar_463_37,tail protein,High
biochar_463_37,biochar_2974_9,tail protein,High
biochar_463_37,biochar_1900_32,tail protein,High
biochar_1163_31,biochar_1163_31,Head decoration protein,High
biochar_1163_31,biochar_413_24,Head decoration protein,High
biochar_1163_31,biochar_1278_20,Head decoration protein,High
biochar_3322_1,biochar_3322_1,DUF4842 domain-containing protein,Quasi
biochar_3322_1,biochar_919_6,DUF4842 domain-containing protein,Quasi
biochar_3322_1,biochar_1529_16,DUF4842 domain-containing protein,Quasi
biochar_994_38,biochar_994_38,Uncharacterized protein,Low
biochar_994_38,biochar_918_44,Uncharacterized protein,Low
biochar_994_38,biochar_964_18,Uncharacterized protein,Low
biochar_1682_48,biochar_1682_48,Glycosyltransferase GT-D fold domain-containing protein,Quasi
biochar_1682_48,biochar_1220_30,Glycosyltransferase GT-D fold domain-containing protein,Quasi
biochar_1682_48,biochar_2647_8,Glycosyltransferase GT-D fold domain-containing protein,Quasi
biochar_1098_53,biochar_1098_53,Calx-beta domain-containing protein,Quasi
biochar_1098_53,biochar_1652_13,Calx-beta domain-containing protein,Quasi
biochar_1098_53,biochar_419_48,Calx-beta domain-containing protein,Quasi
biochar_1108_26,biochar_1108_26,NlpC/P60 domain-containing protein,Quasi
biochar_1108_26,biochar_1106_1,NlpC/P60 domain-containing protein,Quasi
biochar_1108_26,biochar_1106_58,NlpC/P60 domain-containing protein,Quasi
biochar_967_14,biochar_967_14,Lipid/polyisoprenoid-binding YceI-like domain-containing protein,Quasi
biochar_967_14,biochar_5034_5,Lipid/polyisoprenoid-binding YceI-like domain-containing protein,Quasi
biochar_967_14,biochar_1387_24,Lipid/polyisoprenoid-binding YceI-like domain-containing protein,Quasi
biochar_1062_35,biochar_1062_35,Phage capsid family protein,High
biochar_1062_35,biochar_1127_8,Phage capsid family protein,High
biochar_1062_35,biochar_1808_2,Phage capsid family protein,High
biochar_2856_30,biochar_2856_30,GH16 domain-containing protein,Quasi
biochar_2856_30,biochar_484_6,GH16 domain-containing protein,Quasi
biochar_2856_30,biochar_1885_2,GH16 domain-containing protein,Quasi
biochar_2856_30,biochar_2650_1,GH16 domain-containing protein,Quasi
biochar_2856_30,biochar_2204_23,GH16 domain-containing protein,Quasi
biochar_2856_30,biochar_4641_24,GH16 domain-containing protein,Quasi
biochar_314_77,biochar_314_77,primase,High
biochar_314_77,biochar_1141_47,primase,High
biochar_314_77,biochar_1797_17,primase,High
biochar_318_68,biochar_318_68,holin,High
biochar_318_68,biochar_1299_5,holin,High
biochar_318_68,biochar_920_27,holin,High
biochar_3105_1,biochar_3105_1,Uncharacterized protein,Low
biochar_3105_1,biochar_646_64,Uncharacterized protein,Low
biochar_3105_1,biochar_4413_9,Uncharacterized protein,Low
biochar_3188_1,biochar_3188_1,Fibronectin type III domain-containing protein,Quasi
biochar_3188_1,biochar_2081_14,Fibronectin type III domain-containing protein,Quasi
biochar_3188_1,biochar_1443_39,Fibronectin type III domain-containing protein,Quasi
biochar_935_38,biochar_935_38,HTH cro/C1-type domain-containing protein,Quasi
biochar_935_38,biochar_941_7,HTH cro/C1-type domain-containing protein,Quasi
biochar_935_38,biochar_980_1,HTH cro/C1-type domain-containing protein,Quasi
biochar_3180_18,biochar_3180_18,Tail protein,High
biochar_3180_18,biochar_2043_2,Tail protein,High
biochar_3180_18,biochar_1098_47,Tail protein,High
biochar_3180_18,biochar_4873_1,Tail protein,High
biochar_1808_16,biochar_1808_16,Nucleotide-diphospho-sugar transferase domain-containing protein,Quasi
biochar_1808_16,biochar_1127_23,Nucleotide-diphospho-sugar transferase domain-containing protein,Quasi
biochar_1808_16,biochar_1062_20,Nucleotide-diphospho-sugar transferase domain-containing protein,Quasi
biochar_1387_23,biochar_1387_23,Tail assembly chaperone,High
biochar_1387_23,biochar_967_13,Tail assembly chaperone,High
biochar_1387_23,biochar_5034_4,Tail assembly chaperone,High
biochar_428_9,biochar_428_9,Lambda recombination protein,High
biochar_428_9,biochar_424_38,Lambda recombination protein,High
biochar_428_9,biochar_552_1,Lambda recombination protein,High
biochar_874_7,biochar_874_7,ERF family protein,High
biochar_874_7,biochar_874_57,ERF family protein,High
biochar_874_7,biochar_1077_31,ERF family protein,High
biochar_1494_12,biochar_1494_12,Glycosyl hydrolase family 26,High
biochar_1494_12,biochar_1158_16,Glycosyl hydrolase family 26,High
biochar_1494_12,biochar_1421_18,Glycosyl hydrolase family 26,High
biochar_3490_15,biochar_3490_15,Glycosyltransferase,High
biochar_3490_15,biochar_2870_8,Glycosyltransferase,High
biochar_3490_15,biochar_1855_11,Glycosyltransferase,High
biochar_2494_19,biochar_2494_19,Baseplate protein J-like domain-containing protein,Quasi
biochar_2494_19,biochar_2022_13,Baseplate protein J-like domain-containing protein,Quasi
biochar_2494_19,biochar_2482_18,Baseplate protein J-like domain-containing protein,Quasi
biochar_1568_1,biochar_1568_1,Phage portal protein,High
biochar_1568_1,biochar_2667_13,Phage portal protein,High
biochar_1568_1,biochar_471_43,Phage portal protein,High
biochar_964_54,biochar_964_54,Sulfatase-modifying factor enzyme domain-containing protein,Quasi
biochar_964_54,biochar_5649_1,Sulfatase-modifying factor enzyme domain-containing protein,Quasi
biochar_964_54,biochar_918_4,Sulfatase-modifying factor enzyme domain-containing protein,Quasi
biochar_1394_32,biochar_1394_32,Tail protein,High
biochar_1394_32,biochar_727_72,Tail protein,High
biochar_1394_32,biochar_727_1,Tail protein,High
biochar_2824_1,biochar_2824_1,Tip attachment protein J domain-containing protein,Quasi
biochar_2824_1,biochar_2459_7,Tip attachment protein J domain-containing protein,Quasi
biochar_2824_1,biochar_498_38,Tip attachment protein J domain-containing protein,Quasi
biochar_2970_19,biochar_2970_19,Bacteriophage lambda head decoration protein D,High
biochar_2970_19,biochar_333_64,Bacteriophage lambda head decoration protein D,High
biochar_2970_19,biochar_2438_8,Bacteriophage lambda head decoration protein D,High
biochar_3162_4,biochar_3162_4,Tail protein,High
biochar_3162_4,biochar_2250_14,Tail protein,High
biochar_3162_4,biochar_4926_11,Tail protein,High
biochar_1421_8,biochar_1421_8,Glycosyltransferase 2-like domain-containing protein,Quasi
biochar_1421_8,biochar_432_12,Glycosyltransferase 2-like domain-containing protein,Quasi
biochar_1421_8,biochar_1158_26,Glycosyltransferase 2-like domain-containing protein,Quasi
biochar_763_50,biochar_763_50,Bacteriophage lambda head decoration protein D,High
biochar_763_50,biochar_782_51,Bacteriophage lambda head decoration protein D,High
biochar_763_50,biochar_4689_14,Bacteriophage lambda head decoration protein D,High
biochar_3531_12,biochar_3531_12,Uncharacterized protein,Low
biochar_3531_12,biochar_5151_1,Uncharacterized protein,Low
