Phage_ID,Host,Lifestyle,Phage_source,Protein_source,Protein_ID,Product,Length
Station68_DCM_ALL_assembly_NODE_836_length_16608_cov_4.974808,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station68_DCM_ALL_assembly_NODE_836_length_16608_cov_4.974808_25,unknown,103.0
Station68_DCM_ALL_assembly_NODE_836_length_16608_cov_4.974808,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station68_DCM_ALL_assembly_NODE_836_length_16608_cov_4.974808_26,unknown,72.0
Station68_DCM_ALL_assembly_NODE_836_length_16608_cov_4.974808,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station68_DCM_ALL_assembly_NODE_836_length_16608_cov_4.974808_28,unknown,133.0
Station68_DCM_ALL_assembly_NODE_836_length_16608_cov_4.974808,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station68_DCM_ALL_assembly_NODE_836_length_16608_cov_4.974808_29,unknown,58.0
Station68_DCM_ALL_assembly_NODE_836_length_16608_cov_4.974808,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station68_DCM_ALL_assembly_NODE_836_length_16608_cov_4.974808_33,unknown,25.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_3,unknown,572.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_6,unknown,79.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_8,unknown,97.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_14,unknown,144.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_15,unknown,70.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_16,unknown,65.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_18,Protein of unknown function (DUF1071),245.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_19,unknown,124.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_21,unknown,84.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_22,unknown,74.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_26,unknown,203.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_27,unknown,113.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_28,unknown,64.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_29,unknown,96.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_30,unknown,95.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_31,unknown,74.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_32,unknown,120.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_35,unknown,65.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_36,unknown,69.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_37,unknown,67.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_38,unknown,48.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_41,unknown,75.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_42,unknown,92.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_43,unknown,93.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_44,unknown,110.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_45,unknown,140.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_46,unknown,58.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_47,unknown,98.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_48,unknown,124.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_49,unknown,87.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_50,unknown,105.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_52,unknown,64.0
Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255,Pseudomonas syringae,virulent,GOV2,prodigal,Station158_DCM_ALL_assembly_NODE_1847_length_35185_cov_4.285255_53,unknown,245.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_1,unknown,45.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_5,unknown,135.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_6,unknown,64.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_8,Protein of unknown function (DUF1071),244.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_10,unknown,84.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_11,unknown,106.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_14,unknown,130.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_15,unknown,86.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_16,unknown,52.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_17,unknown,106.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_19,unknown,64.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_20,unknown,70.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_21,unknown,104.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_22,unknown,71.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_23,unknown,202.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_24,unknown,49.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_27,unknown,66.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_28,unknown,70.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_29,unknown,72.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_30,unknown,69.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_31,unknown,80.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_32,unknown,48.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_35,unknown,75.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_36,unknown,86.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_37,unknown,93.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_38,unknown,90.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_39,unknown,137.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_40,unknown,97.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_41,unknown,142.0
Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station78_DCM_ALL_assembly_NODE_1171_length_19932_cov_6.375862_42,unknown,35.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_1,unknown,40.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_6,unknown,135.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_7,unknown,64.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_9,Protein of unknown function (DUF1071),244.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_11,unknown,84.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_12,unknown,106.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_15,unknown,130.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_16,unknown,86.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_17,unknown,52.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_18,unknown,106.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_19,unknown,64.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_20,unknown,70.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_21,unknown,104.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_22,unknown,71.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_24,unknown,49.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_27,unknown,66.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_28,unknown,70.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_29,unknown,72.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_30,unknown,68.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_31,unknown,69.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_32,unknown,80.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_33,unknown,48.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_34,unknown,133.0
Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station30_DCM_ALL_assembly_NODE_1209_length_16223_cov_4.380443_35,unknown,72.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_2,unknown,79.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_4,unknown,97.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_10,unknown,144.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_11,unknown,70.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_12,unknown,65.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_14,Protein of unknown function (DUF1071),245.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_15,unknown,124.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_17,unknown,84.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_18,unknown,74.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_22,unknown,203.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_23,unknown,113.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_24,unknown,64.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_25,unknown,96.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_26,unknown,95.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_27,unknown,74.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_28,unknown,120.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_31,unknown,65.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_32,unknown,69.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_33,unknown,80.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_34,unknown,48.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_37,unknown,75.0
Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125,Pseudomonas aeruginosa,virulent,GOV2,prodigal,Station155_DCM_ALL_assembly_NODE_2788_length_25879_cov_8.257125_38,unknown,92.0
